,cases_mean,cases_median,cases_Std,low_ci_05,high_ci_95,low_ci_025,high_ci_975,type
2020-04-05,66.59364395236969,64.27162170410156,17.072662608707947,42.93871364593505,97.78646507263183,39.66987571716308,105.85596389770504,estimate
2020-04-06,66.54866446876525,64.61941146850586,16.418662095182793,44.087585067749025,96.84798316955566,41.70006618499756,107.11641044616695,estimate
2020-04-07,65.1078822259903,63.1341495513916,15.786450006514793,43.4152156829834,94.63636589050293,40.244700241088864,101.07005710601804,estimate
2020-04-08,60.35594320392609,58.66122055053711,14.723134113776464,39.09601974487305,87.49031562805175,35.14567947387695,93.17590217590332,estimate
2020-04-09,57.197514037132265,55.305423736572266,14.276195445212146,37.41230583190918,82.8741039276123,33.79392385482788,89.79041862487774,estimate
2020-04-10,53.18421061897278,51.62982177734375,13.702206051825039,34.08494319915771,77.64793281555174,30.678588914871217,84.03565025329588,estimate
2020-04-11,49.84912826538086,48.27621078491211,13.668661533447366,30.684615421295167,74.66822547912598,27.916217947006224,81.41819629669187,estimate
2020-04-12,48.635485218048096,46.75522232055664,13.350020461742655,29.869932842254638,73.5051815032959,27.36645975112915,79.53256855010986,estimate
2020-04-13,49.63431637096405,48.41944885253906,13.221244066033876,30.819209957122805,73.65857467651367,28.96546721458435,80.02839050292968,estimate
2020-04-14,51.77601278400421,50.55795669555664,13.669064365634389,32.338255691528325,75.95908317565916,29.86335906982422,83.10572280883788,estimate
2020-04-15,55.06706529521942,53.36111640930176,14.231457493376666,34.74008846282959,79.95252723693847,31.5020809173584,86.20157642364501,estimate
2020-04-16,60.18078493118286,58.728004455566406,14.98301850132695,38.69442977905273,88.07315368652344,35.38821525573731,93.90362987518306,estimate
2020-04-17,66.65216856384278,65.18795394897461,16.353842754149266,44.01188201904297,96.61937751770019,40.57081661224365,103.41634693145751,estimate
2020-04-18,73.43108097362519,71.46400451660156,17.34217460436528,48.901142311096194,105.7148120880127,45.578897094726564,111.04453544616698,estimate
2020-04-19,78.90391276741028,76.91410827636719,19.45522324715105,51.50555210113525,114.44920959472655,47.78623523712158,121.56868343353268,estimate
2020-04-20,84.70696484565735,81.58934020996094,21.626321701443782,54.868099021911625,125.40914039611816,51.10946846008301,134.9347541809082,estimate
2020-04-21,91.60222379112244,88.34492874145508,23.893372017571018,58.91405391693115,135.71979598999025,55.21398601531982,148.09995727539064,estimate
2020-04-22,98.29907736778259,95.4283447265625,26.18291810077115,62.16476745605469,147.02569961547852,57.12340574264527,160.77336082458493,estimate
2020-04-23,107.45035304069519,103.8584098815918,27.533702138851876,68.12344512939454,159.05300903320307,64.18178424835205,172.38435401916493,estimate
2020-04-24,112.65309467124939,109.03174591064453,29.43025432111804,71.77181472778321,167.0029495239258,67.01035251617432,179.3070247650146,estimate
2020-04-25,117.23390166664123,113.21665954589844,31.446420026956638,74.31277275085449,175.3590072631836,68.86972370147706,190.73160285949706,estimate
2020-04-26,122.11574345588684,118.62060546875,33.44911315572133,74.73166084289551,183.64192352294918,69.21056385040283,196.8037643432617,estimate
2020-04-27,126.64946263504028,122.13987350463867,34.185071280058615,79.0077365875244,187.78126525878906,71.60444278717041,202.40408058166483,estimate
2020-04-28,132.16542875480653,128.1778335571289,35.55215076465164,81.73531646728516,196.82863540649413,74.12100811004638,211.99196357727044,estimate
2020-04-29,137.10876962661743,132.18448638916016,36.235059935317494,85.26226997375488,205.30966339111328,78.84856224060059,218.29452781677236,estimate
2020-04-30,141.75896168136597,137.0535430908203,37.127599509981984,89.41073493957519,209.63231124877927,80.76231994628907,226.19832305908193,estimate
2020-05-01,146.24307806396484,142.084228515625,40.16052164242102,88.16077156066895,220.14038085937497,80.26462879180909,234.06149139404295,estimate
2020-05-02,151.50108904647828,147.2769012451172,39.81408278727263,94.97480506896972,223.84113693237305,89.70845222473145,241.76028366088858,estimate
