date,mean,median,std,low_50,high_50,low_80,high_80,low_95,high_95,type
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estimate
2020-03-07,0.8784721107594669,0.8423552811145782,0.40010648581273023,0.5841297060251236,1.1180207133293152,0.4018815487623215,1.3924424886703495,0.25401855260133743,1.8357421815395352,estimate
2020-03-08,1.0856897102892398,1.0372596979141235,0.4253413068268011,0.7842620015144348,1.3024663031101227,0.5940265119075775,1.6295775294303896,0.4244788877665997,2.103910428285598,estimate
2020-03-09,1.302211434185505,1.2222754955291748,0.5005911566231251,0.9398205727338791,1.5896750688552856,0.7455149054527282,1.9614561200141913,0.5682685852050781,2.4673839867115004,estimate
2020-03-10,1.5803740495443344,1.5030009746551514,0.5718904344624953,1.1696927547454834,1.9278448522090912,0.932255357503891,2.3037726879119873,0.7087565347552299,2.9062564671039577,estimate
2020-03-11,1.9685599120557309,1.8683426976203918,0.6857643044982779,1.4649730324745178,2.352464258670807,1.206229341030121,2.8476069211959842,0.9371544197201729,3.499475401639938,estimate
2020-03-12,2.494613214880228,2.386595845222473,0.8190995111839942,1.918219268321991,2.957608222961426,1.5304275274276733,3.5829183340072635,1.2385810106992723,4.382105195522308,estimate
2020-03-13,3.188077831506729,3.0679521560668945,0.9674925319980622,2.51964795589447,3.7701592445373535,2.0518723726272583,4.443004083633423,1.6345964252948761,5.313061940670013,estimate
2020-03-14,4.108837418556213,3.97340989112854,1.1520734200769038,3.270796775817871,4.809939384460449,2.7390697956085206,5.592483615875246,2.229807811975479,6.694790208339684,estimate
2020-03-15,5.240195348381996,5.104474782943726,1.4033704513109384,4.2288738489151,6.095916986465454,3.5521730899810793,7.104070949554444,2.934604126214981,8.230026531219478,estimate
2020-03-16,6.576172214388848,6.381515026092529,1.709955174820487,5.347875475883484,7.597904324531555,4.603757524490357,8.816884231567384,3.7272522687911986,10.500822710990906,estimate
2020-03-17,8.173551530957223,7.9284117221832275,2.107038361870789,6.649913787841797,9.411820411682129,5.7429359436035154,10.952124691009523,4.614413940906524,12.992930603027343,estimate
2020-03-18,9.959765316724777,9.723548889160156,2.519110156772726,8.124479532241821,11.485767602920532,6.9218621253967285,13.291827583312989,5.6566235542297365,15.701042580604554,estimate
2020-03-19,12.014104807615281,11.607183456420898,3.05748449340023,9.825313568115234,13.862591981887817,8.40450258255005,16.07028789520264,7.000988078117371,18.940819406509387,estimate
2020-03-20,14.282337998867035,13.868296146392822,3.495771179312653,11.75941276550293,16.4220871925354,10.141983318328856,19.05618782043457,8.746779227256773,22.2318941116333,estimate
