date,beta_i,beta_a,ifr
2020-03-06,1.10032960650315,0.5397452678919414,0.010700069069391228
2020-03-07,1.1003400391088924,0.539752112119235,0.010699487597138705
2020-03-08,1.1003645529467168,0.5397617163688325,0.010698811044650187
2020-03-09,1.1003835814321004,0.5397706950352735,0.010697834502163188
2020-03-10,1.1004446410703672,0.5397983591766577,0.010696262660123
2020-03-11,1.1005028757557533,0.5398310842765089,0.010694907569700028
2020-03-12,1.1006627280841152,0.5399172928116481,0.010692675096581183
2020-03-13,1.100875596230992,0.5400588822536353,0.010689792352092258
2020-03-14,1.1015582232621794,0.5404433159773882,0.010687629853912327
2020-03-15,1.102272805164544,0.5408470536700926,0.010679939956596787
2020-03-16,1.1035820969479877,0.5415586540774798,0.010674828830935615
2020-03-17,1.1056124949563797,0.54269895784053,0.010667880699848468
2020-03-18,1.1075239385404367,0.5436694470587705,0.010659249779166248
2020-03-19,1.1091365881450328,0.5445506271667301,0.010652859931088896
2020-03-20,1.1100645693095479,0.5450340356746368,0.010659890309472684
2020-03-21,1.1101286162856296,0.5451121212463513,0.010667616010290183
2020-03-22,1.108665353291031,0.5443111643648197,0.010668032281049
2020-03-23,1.1053266897919611,0.5426571445856134,0.010662615989206599
2020-03-24,1.1010733784154074,0.5404935309886676,0.010650056217653747
2020-03-25,1.0971504307154016,0.5384647721030493,0.01065937481302632
2020-03-26,1.09387189528419,0.5367141634081631,0.010670210459188093
2020-03-27,1.091510798396632,0.5355140206864297,0.010717094708605011
2020-03-28,1.089304221192321,0.5343455619557245,0.01075813532974669
2020-03-29,1.0878090565294254,0.533586947138198,0.010817906975450285
2020-03-30,1.0865417881294308,0.5329203124577312,0.010863409997184291
2020-03-31,1.0858755332102956,0.5326191325716465,0.010916711895723569
2020-04-01,1.0858808675837226,0.5326698839561262,0.010970965548798114
2020-04-02,1.086314056576664,0.5329017274795039,0.01101761213517487
2020-04-03,1.086003355461539,0.5326806598560467,0.01105067124748048
2020-04-04,1.0846833559897198,0.5319260817410308,0.011061674647813456
2020-04-05,1.083552366040719,0.531265404340242,0.011074598072304936
2020-04-06,1.0824189526009425,0.5306227923011733,0.01108788865999965
2020-04-07,1.0818051099900243,0.5302538793946072,0.01110010808673574
2020-04-08,1.080480682272857,0.5294550459498522,0.011109590560967674
2020-04-09,1.079607264611042,0.5289046180200125,0.011128876775646418
2020-04-10,1.0788731802962177,0.5284483958029912,0.011152493355352079
2020-04-11,1.077890662491942,0.5278051376268523,0.011177288651643406
2020-04-12,1.0775160933657526,0.5275699411403482,0.011201273048556946
2020-04-13,1.0773651783331624,0.5274085711722766,0.011222331162853176
2020-04-14,1.077359901344427,0.5274243107922304,0.011235733839737999
2020-04-15,1.077482788812411,0.5274970603216633,0.011245609190519408
2020-04-16,1.0772657284944456,0.5273965985848528,0.011249070871608986
2020-04-17,1.077502045534604,0.5276036138222825,0.011244522928199866
2020-04-18,1.07782775891705,0.5278390937449386,0.011232676077274793
2020-04-19,1.078231455959918,0.5281004804410717,0.011217627972897912
2020-04-20,1.0786240035323151,0.5283446297739338,0.011198824869102604
2020-04-21,1.0790545296863403,0.5286150417431079,0.011171460427753738
2020-04-22,1.0794687909379665,0.5288972468561771,0.011138260125063625
2020-04-23,1.0804268886587707,0.5294356325612851,0.011106762206710492
2020-04-24,1.0808744433617157,0.5297216883170666,0.011059121605298719
2020-04-25,1.081369054951864,0.5300282033800037,0.011014934212574939
2020-04-26,1.081738710709395,0.5302504107051037,0.010980230270175539
2020-04-27,1.081931082130809,0.5304212132770707,0.010952979243231296
2020-04-28,1.0823443503922339,0.530660951566922,0.010963886216511216
2020-04-29,1.0821246292949558,0.5305382257929965,0.010954591484045057
2020-04-30,1.0821484093822247,0.5305656156637837,0.010956004082091492
2020-05-01,1.0815245086035579,0.5301428745634473,0.010943030408502455
2020-05-02,1.0805934918487985,0.5295226956132438,0.010917277902532309
2020-05-03,1.0794310768257689,0.5287404162662339,0.010906207638301569
2020-05-04,1.0786659456816603,0.5281750789004173,0.010921897301612965
2020-05-05,1.0771430138088989,0.5271948900395326,0.01096256886150662
2020-05-06,1.0764251478147313,0.526727108302281,0.01101786451841731
2020-05-07,1.0751704830566382,0.5259220458291871,0.011081530301303696
2020-05-08,1.0741538691116235,0.5252407789288362,0.01113638156541455
2020-05-09,1.0728987978510964,0.5244606113208213,0.011188506245562072
2020-05-10,1.0718500038623855,0.5238309243085479,0.011234232865496699
2020-05-11,1.071472724456516,0.5235992209596712,0.011264342346023713
2020-05-12,1.0705137457372504,0.5230380904163398,0.011309267233000206
2020-05-13,1.0702925199696869,0.522905161920322,0.011332992754554298
2020-05-14,1.0702506419726159,0.5229259812481907,0.01134973292204339
2020-05-15,1.0702389642272492,0.5229588365318864,0.011357697609970017
2020-05-16,1.0703507568470987,0.523061522843556,0.01136259282418566
2020-05-17,1.07062757995656,0.5232701380619075,0.011360612338589
2020-05-18,1.071220993437168,0.5236968593017871,0.011342679495386492
2020-05-19,1.0714034569941029,0.5238395391295971,0.011338920107223264
2020-05-20,1.072111841955798,0.5243123306489306,0.011327869959006667
2020-05-21,1.0723745621353007,0.5245046480759427,0.011316450593692145
2020-05-22,1.0731424625262824,0.5250252367529439,0.01131244080376781
2020-05-23,1.0736825700476271,0.5253265573660958,0.011287347837414436
2020-05-24,1.074189355980435,0.525647593188406,0.011242891496324297
2020-05-25,1.0751932872062036,0.5262888567758817,0.011209814632950703
2020-05-26,1.075778687313452,0.5265870023685274,0.011143001552489235
2020-05-27,1.077097377919307,0.5274404431457523,0.011110489829112004
2020-05-28,1.0778607839040373,0.5279027945886294,0.011049431801926045
2020-05-29,1.0777612694428422,0.5277912549407198,0.010932578446141232
2020-05-30,1.0774083887730763,0.527606396780053,0.010847209544710242
2020-05-31,1.0764518815436666,0.5270462412618875,0.010834343558131808
2020-06-01,1.0750103860959732,0.5262265823979717,0.010871204032923331
2020-06-02,1.0732069948559153,0.525202514683531,0.010938548691725537
2020-06-03,1.0708511698768721,0.5237983985303525,0.011023310040092668
2020-06-04,1.0700058056029993,0.5233125691435175,0.011082913070913534
2020-06-05,1.0683145667636817,0.5222605164979047,0.011175785075601801
2020-06-06,1.0677331290857088,0.5219946294507103,0.011226175232618244
2020-06-07,1.0671786031622559,0.5216476940828767,0.01128183194376646
2020-06-08,1.067269703968803,0.5217982608865137,0.011299917774787005
2020-06-09,1.0679090436495189,0.5222697693889858,0.01128630171471127
2020-06-10,1.0683819995457038,0.5226148318760772,0.011289543514550431
2020-06-11,1.0691426931700179,0.5231431652415213,0.01129582534482515
2020-06-12,1.0694348988494935,0.523281380468545,0.011307602606195625
2020-06-13,1.0701978714710116,0.5237652890310741,0.011318650461140788
2020-06-14,1.0704782981083203,0.5239544046301874,0.01132304179134196
2020-06-15,1.0708118920955174,0.524155917979375,0.01132104298720103
2020-06-16,1.0711439989938851,0.5243422087301024,0.01131825574201465
2020-06-17,1.0714324348967943,0.5244354710264783,0.011314521598169317
2020-06-18,1.0720247593196164,0.5248391570035227,0.011313597909396053
2020-06-19,1.0729142794861501,0.525388837344207,0.01131313139573751
2020-06-20,1.072415657609392,0.5250259044054786,0.011288711567549368
2020-06-21,1.0718894910659313,0.5246464680212671,0.011229907476252283
2020-06-22,1.0711330346232875,0.5241512033372381,0.011170956476102079
2020-06-23,1.0711191533469233,0.5241696709235704,0.011158498623455868
2020-06-24,1.0724734337388568,0.525032895716994,0.011153239666780373
2020-06-25,1.074165314628745,0.5259985971420176,0.011185273827599589
2020-06-26,1.074355837148762,0.5260379665230204,0.011222614584177268
2020-06-27,1.0736810263239953,0.5255199099960396,0.01119185897466318
2020-06-28,1.073213061968352,0.5252069893747197,0.01115313048557247
2020-06-29,1.0722189382934888,0.5244846979765297,0.011131172587982654
2020-06-30,1.0722223819454666,0.5245150049161188,0.011178226503718216
2020-07-01,1.0727191740786077,0.5248393999824623,0.011240686977653791
2020-07-02,1.0736650089449176,0.5254329712446787,0.011282281868079294
2020-07-03,1.0745112044769758,0.5259134909509602,0.011314531163132323
2020-07-04,1.0744611013869698,0.5258206157818555,0.011345208620456163
2020-07-05,1.0748763181166863,0.5260664272741385,0.01135908524849782
2020-07-06,1.0761079306514527,0.5268845109564497,0.011359209875574065
2020-07-07,1.077573661656581,0.5277744228668995,0.011363769678141598
2020-07-08,1.0783797748608073,0.5282243860870075,0.01138610535819394
2020-07-09,1.0785076508019984,0.5283380388521507,0.011386142739924176
2020-07-10,1.0778861941117042,0.5279161172146212,0.011311875045777393
2020-07-11,1.0770031484535878,0.5272890610335659,0.011173864342018357
2020-07-12,1.0763615287553556,0.5268544383728818,0.011054357542651978
2020-07-13,1.0767402507215118,0.5271065380170336,0.010991437360899766
2020-07-14,1.0763768764978936,0.5268883315943594,0.01095170712568878
2020-07-15,1.0760088868449391,0.5267342514788067,0.010971908178555645
2020-07-16,1.076196038778044,0.5268683793831234,0.011021369749301554
2020-07-17,1.0772109086940471,0.527538399004066,0.011086890657385539
2020-07-18,1.0786863200491317,0.528462497713668,0.011148016343022638
2020-07-19,1.080062738441365,0.5292098837976204,0.011207396391316914
2020-07-20,1.0808000956058579,0.5295369066398498,0.011239238594165809
2020-07-21,1.0809280086494724,0.5296093138145073,0.011208362951974143
2020-07-22,1.0809470565186166,0.5296080633116735,0.011083490377725859
2020-07-23,1.0809586844598624,0.5295768401705395,0.010886319151893278
2020-07-24,1.0811128331941318,0.5296681542207817,0.01081952805883957
2020-07-25,1.0817714040892712,0.5300820429636944,0.010867169096219079
2020-07-26,1.0826568608664466,0.5305678397704753,0.01090199098598186
2020-07-27,1.0839656535440538,0.5313163267187851,0.010959913223040694
2020-07-28,1.0841032292854131,0.5313729489588871,0.011015866842627973
2020-07-29,1.083917523049746,0.5311639995734524,0.010923624176245086
2020-07-30,1.084222902257612,0.5313076996539896,0.010857552426660727
2020-07-31,1.0846431808102417,0.5314610567908863,0.010804463886880616
2020-08-01,1.085034397980226,0.5316196559406813,0.010801859413202426
2020-08-02,1.0855068760352036,0.5319123857050138,0.010825430413823743
2020-08-03,1.0853979237241014,0.5318204842934637,0.010852988325533977
2020-08-04,1.0853453735596592,0.5317590126279989,0.010793392850819516
2020-08-05,1.0863715924243487,0.532234436886797,0.010509786674556163
2020-08-06,1.0876404272435547,0.5328814114989426,0.010278578750704172
2020-08-07,1.0878705507605215,0.5329248441123295,0.010298410263298448
2020-08-08,1.0873649592762369,0.5326197573346568,0.010375790522066351
2020-08-09,1.0873086537952688,0.5325525616173429,0.010442269105653473
2020-08-10,1.0872148486490822,0.5325015558141579,0.010468391083854878
2020-08-11,1.0871288902603065,0.5324632422432675,0.010484181223202469
2020-08-12,1.087637707500055,0.5327257847456373,0.010439697736457247
2020-08-13,1.0878195367682828,0.5328683423719859,0.010438755622567377
2020-08-14,1.087765490845249,0.5328148787094094,0.010445894449242371
2020-08-15,1.0885855247388003,0.5332236168500579,0.010327301709701328
2020-08-16,1.0874064865191493,0.5326091049005149,0.010424842304068897
2020-08-17,1.0871165480676404,0.5324040256800868,0.010394462734772745
2020-08-18,1.0868441861690756,0.5322552981008635,0.010389690285608554
2020-08-19,1.0876714022231715,0.5327289643618227,0.010209932170529705
2020-08-20,1.0895094346810474,0.5337878282573418,0.009847026726926162
2020-08-21,1.0909165190020431,0.5346199672549854,0.009580618815294947
2020-08-22,1.091490661712692,0.5349642779407158,0.009489759400699547
2020-08-23,1.0919249341719097,0.5352751488750698,0.00952435034465751
2020-08-24,1.091326581475702,0.5348784892474647,0.009663285525269934
2020-08-25,1.0907700562852887,0.5345789531569731,0.009784760601905196
2020-08-26,1.0906303355968328,0.5344906781135057,0.009884528180571825
2020-08-27,1.0906877432013706,0.5345610498790457,0.009964972696785675
2020-08-28,1.0909999612780186,0.5347492515495965,0.0100288848801727
2020-08-29,1.0909689963461082,0.534713587405171,0.01007062959310154
2020-08-30,1.0912156022574253,0.5349265845468717,0.010101340075164564
2020-08-31,1.09136109682215,0.5350960134330442,0.010149144676263345
2020-09-01,1.0918054086682445,0.5354167075291234,0.010231999122051635
2020-09-02,1.092376362872656,0.535708508318216,0.010319197623155073
2020-09-03,1.093785551831018,0.5365088978228923,0.010257649686051768
2020-09-04,1.0954517161427912,0.5373651001616513,0.01015238059352341
2020-09-05,1.0965150797325687,0.5378409054584105,0.010090893517319616
2020-09-06,1.0964932052290521,0.5378229149020669,0.010111670076169454
2020-09-07,1.0958291976610883,0.5374631383946153,0.010139610064861844
2020-09-08,1.0952835791465914,0.5371931665937622,0.010164219284693137
2020-09-09,1.0948770166803912,0.5369587005026765,0.010239714119054808
2020-09-10,1.0945511037655595,0.5368054413205783,0.01038236579671944
2020-09-11,1.0952256292217002,0.5371536249303882,0.010428630431636417
2020-09-12,1.096628252795073,0.5378536916375346,0.010303399984729443
2020-09-13,1.098110660938961,0.5386246506599568,0.01012921850158833
2020-09-14,1.0986592945885596,0.5389399822465737,0.010062627548653405
2020-09-15,1.0982372421010425,0.5387256295158296,0.010047418582416175
2020-09-16,1.0978195045371693,0.5384818856798126,0.010029565309572339
2020-09-17,1.0976985239565011,0.5384019627181741,0.010014319183331755
2020-09-18,1.0983724569759563,0.5387828267629369,0.009981838639164964
2020-09-19,1.099136257399186,0.5391942469053692,0.009940791268472155
2020-09-20,1.1005427131277448,0.5399831733255992,0.009826921435640823
2020-09-21,1.1003421705521763,0.5398654996708727,0.009843187207556276
2020-09-22,1.1003573787814644,0.5398984463286731,0.009840179746690542
2020-09-23,1.1005603595879845,0.5399977547445171,0.00982095267506935
2020-09-24,1.101351688114418,0.5404832532735263,0.009765203680563852
2020-09-25,1.1023856187791077,0.5410814376440423,0.009720904782058504
2020-09-26,1.1031724572220443,0.5414739751212391,0.009720065019057861
2020-09-27,1.1031177530138117,0.5414245727610011,0.009768767589700644
2020-09-28,1.1032156346150976,0.5415147560625468,0.009812091135453333
2020-09-29,1.1029981700716094,0.5414324907413619,0.009861418063877145
2020-09-30,1.1029399108757174,0.5413204065648436,0.009912769750955815
2020-10-01,1.1023617904090932,0.5409567492031199,0.009998316136631241
2020-10-02,1.102536232333188,0.5410152260985748,0.010039757665966619
2020-10-03,1.103432820278658,0.5415048180328617,0.009998822588202116
2020-10-04,1.1034338041705023,0.541537781829472,0.009993960307310847
2020-10-05,1.104056608071339,0.5418420840563603,0.00995068899888695
2020-10-06,1.1046602318380545,0.5421392561162981,0.0099260783090826
2020-10-07,1.104808019537935,0.542245894224687,0.00994460402583854
2020-10-08,1.10545103106807,0.5426006327477597,0.009984082595965239
2020-10-09,1.1066509506915023,0.5433025912349114,0.010044821163801267
2020-10-10,1.1078631976380677,0.5440030891635637,0.010136144857115455
2020-10-11,1.1087741419897608,0.5445439423980583,0.010296259795408406
2020-10-12,1.1083704917504205,0.5442902076112985,0.010401458979284083
