date,S,E,A,I,Id,deaths,R,population
2020-03-06,99.99999075098009,2.219561057812443e-05,1.9964844760497444e-06,7.558119802188333e-06,0.0,0.0,4.099923477799473e-05,100.0
2020-03-07,99.99997877631709,2.684342519711876e-05,4.363717929617969e-06,8.938250976124357e-06,0.0,0.0,6.136907701220758e-05,100.0
2020-03-08,99.99996342579814,3.3542050715147e-05,7.346679724784024e-06,1.0729930990162312e-05,0.0,0.0,8.819286328213012e-05,100.0
2020-03-09,99.99994215137936,4.314367359586733e-05,1.0698966609799308e-05,1.321388930955609e-05,0.0,0.0,0.00012490515015309135,100.0
2020-03-10,99.9999143327062,5.5539984434804275e-05,1.5171924019455305e-05,1.6726393354436807e-05,0.0,0.0,0.0001731055956109222,100.0
2020-03-11,99.99987731719972,7.205879997423488e-05,2.053593446848197e-05,2.0795564891446753e-05,3.955584557629305e-08,0.0,0.00023611265546083672,100.0
2020-03-12,99.99982199855036,9.65691579213465e-05,2.846067804313273e-05,2.7063299483709894e-05,1.5478769990895335e-07,0.0,0.0003302493727988846,100.0
2020-03-13,99.99972838550322,0.00014119264924324386,4.000801917977498e-05,3.964004272000048e-05,3.6116687809106907e-07,0.0,0.0004928163747987597,100.0
2020-03-14,99.99952868497934,0.00023484500684930334,6.712698366022216e-05,6.740074444178018e-05,1.074634791603777e-06,0.0,0.0008417623903960551,100.0
2020-03-15,99.99915108902002,0.0004100264837398129,0.00011731344869754408,0.0001194646569449411,1.9793788345175487e-06,2.151436710899912e-08,0.0014976949482035627,100.0
2020-03-16,99.99857582387092,0.0006728613743173145,0.0001917431959192204,0.00019017584517563805,3.7551692651193498e-06,8.095640219429668e-08,0.002482711713750781,100.0
2020-03-17,99.99729768423767,0.0012526499296914163,0.00035989580058146196,0.00035136106735654136,8.462979475309986e-06,2.0664974840579538e-07,0.00467468553944319,100.0
2020-03-18,99.99539303320769,0.002097116016559802,0.0006019309359665282,0.0005927079346758394,1.545685235245712e-05,5.436336280833682e-07,0.00791417853185825,100.0
2020-03-19,99.99228639484812,0.0034627334912890355,0.0010015813479196589,0.0009872200762273563,2.7144871278565456e-05,1.8298187451170343e-06,0.01319228493858757,100.0
2020-03-20,99.98816994855227,0.005265346190917895,0.0015075686446176008,0.0014800353936594056,4.56916082797314e-05,4.771518603769487e-06,0.02012869328520316,100.0
2020-03-21,99.98306819890081,0.00744636376328705,0.00216455305431675,0.0020908328404156767,6.820004394181917e-05,6.201779698447338e-06,0.028701750801146134,100.0
2020-03-22,99.97701937141315,0.01001040426512889,0.002918721072484677,0.0028139768643633063,9.47033654333478e-05,8.97411709656623e-06,0.0388184341542658,100.0
2020-03-23,99.97018194600341,0.01290331920698273,0.003759760498128912,0.003619703722310755,0.00012462960906596445,1.1597864759911603e-05,0.05022546703309143,100.0
2020-03-24,99.96295203164927,0.01593068107627884,0.004639095431189279,0.004467044595331162,0.00015476296130207063,1.4429553489111858e-05,0.0622395524148315,100.0
2020-03-25,99.95638139548436,0.0186465986038835,0.0054350261675494855,0.005227225838669949,0.00018480662200487692,1.6535939923045744e-05,0.07311226174774695,100.0
2020-03-26,99.95091057711475,0.020840210472273336,0.006108985656501245,0.00584281837632926,0.00020943605448651276,1.7341026122500812e-05,0.08209087344484695,100.0
