date,S,E,A,I,Id,deaths,R,population
2020-03-23,8178607.5709880525,1055.6266088832845,307.5877734393604,296.12966278299234,10.196006893602814,0.9488267670048054,4108.969063946715,8181047
2020-03-24,8178016.088296682,1303.2965062704777,379.5265776004476,365.45101785500214,12.66123060271421,1.1804885528343811,5091.847035647,8181047
2020-03-25,8177478.541463831,1525.486995685053,444.6420452295221,427.64180265773274,15.119116605331323,1.3528130169961363,5981.3484963462,8181047
2020-03-26,8177030.971241728,1704.9474136356037,499.77898778162546,478.0037174921336,17.134062052487216,1.418677497364069,6715.892939233448,8181047
2020-03-27,8176675.046337992,1850.490517741961,541.2678389775039,515.8553023787463,18.62398262731187,1.757871687146857,7298.19130373357,8181047
2020-03-28,8176423.527441405,1945.7260205799678,569.7310868681144,544.144366955815,20.851770667572456,1.9698495744074622,7703.925803666709,8181047
2020-03-29,8176286.782660327,1988.9414523780426,580.7259356334342,557.1683735778566,21.99632737197626,2.090521579818336,7909.049428634389,8181047
2020-03-30,8176299.709428301,1982.371632387188,577.648285028214,554.7645808002816,21.77836525132184,2.181756620131058,7883.853435165924,8181047
2020-03-31,8176633.029598506,1830.536469381831,535.7239330755733,510.3686429618892,20.366078475846994,2.052618686894288,7310.965525388973,8181047
2020-04-01,8177046.01981616,1634.9487759997833,481.0136688840716,458.23237393546617,19.08486560986072,2.1117217751204893,6594.259868268979,8181047
2020-04-02,8177927.961721468,1241.5707997918207,367.3252147470384,346.8532932429118,16.56581142405509,2.0799214110609743,5091.35339773804,8181047
2020-04-03,8179465.545182561,588.676710122837,171.87922727602924,160.25908039774802,10.956130355989657,1.6507747860992272,2513.2259655920334,8181047
2020-04-04,8180736.938433769,109.26692543725822,31.460170279942037,29.177398627991817,2.4433013942835546,0.3405477403544416,482.4093619703166,8181047
2020-04-05,8180934.857363798,43.98891756137803,12.597640635741948,12.314538737405346,0.0,0.026236512374249465,181.04373313680108,8181047
2020-04-06,8180985.107529449,25.54139353239907,7.242044892950204,7.093940574775437,0.0,0.0,101.76984955084808,8181047
2020-04-07,8180998.328541972,20.755612165345468,5.950992393136012,5.812596828356324,0.0,0.0,81.19065941509469,8181047
2020-04-08,8181004.324699933,18.204689043384437,5.2474250134559774,5.045311278460937,0.0,0.0,71.17272540259202,8181047
2020-04-09,8181006.795100565,17.527031931937447,5.159479834493078,4.8209566130017185,0.0,0.0,67.71236781436382,8181047
2020-04-10,8181010.234538358,15.522585663526502,4.588096641297913,4.33923691207781,0.0,0.0,61.21538085919734,8181047
2020-04-11,8181010.941573658,15.445961310097942,4.568132885495791,4.33279557869829,0.0,0.0,60.40531611626527,8181047
2020-04-12,8181014.325694512,14.02257187854296,4.156956723957236,3.873302749411987,0.0,0.0,54.72713684026764,8181047
2020-04-13,8181017.234279191,12.847290580441577,3.7437369135690375,3.5670933961049633,0.0,0.0,49.923841698994124,8181047
2020-04-14,8181021.782316235,10.917202917812377,3.2123575640377915,3.0205608291964747,0.0,0.0,42.36780507615254,8181047
2020-04-15,8181021.297373574,10.435692871634418,3.0874061720900516,2.8515853867749117,0.0,0.0,42.077310856272284,8181047
2020-04-16,8180989.762857766,23.294497063575566,6.876233131542807,6.474902979873835,0.0,0.0,93.88277540910154,8181047
2020-04-17,8180764.930920801,115.34415599407662,34.12550432408625,32.091380071278664,0.0,0.10174467962547187,463.63011958831606,8181047
2020-04-18,8180285.315744224,314.10363323016946,91.75575342104405,86.97903069885214,0.0,0.3306542195861535,1254.5226731260611,8181047
2020-04-19,8179627.040999522,588.8347638371345,169.8518937849759,163.01205564587,0.0,0.500191456529581,2341.657713745548,8181047
2020-04-20,8178672.807306614,988.1125035747618,283.99770997290113,274.12819547797056,0.0,0.5782155014477014,3920.4311024118606,8181047
2020-04-21,8177417.747043758,1511.3929516520825,435.23054612975216,421.1773793001476,0.0,1.0338156384311727,5997.053833324282,8181047
2020-04-22,8175698.234080058,2225.623225040795,643.5513171984901,622.2290254592077,2.4547185817506403,1.5823690764735554,8842.624206222652,8181047
2020-04-23,8173537.291858455,3125.7112053773453,904.7901319885887,876.2977956619709,19.140419378643518,2.290874618911768,12435.647693951383,8181047
2020-04-24,8171068.598300896,4154.675301962235,1206.7155604059835,1163.3642810069377,31.994973236742723,3.0608808582354596,16535.151815716246,8181047
2020-04-25,8168618.083117813,5177.557698587865,1507.1398186386587,1448.9988107952363,39.51207684252013,3.468535683750474,20602.125287051407,8181047
2020-04-26,8166772.183814192,5948.812872859745,1735.1114989038465,1666.2810640624882,43.53165479104243,3.7088855338992897,23668.55327642493,8181047
2020-04-27,8166456.456758809,6085.093639072816,1777.018603607299,1702.258206406004,43.76380035076166,3.704928282127974,24198.677490627604,8181047
2020-04-28,8167608.189032418,5610.555299233207,1635.8160578814277,1569.0133189147891,45.364592169996634,3.9392086208236243,22299.5602357817,8181047
2020-04-29,8171140.056201887,4136.334588942062,1207.0311469044107,1152.385626020352,41.17682886069601,3.6338531554966154,16443.8719888402,8181047
2020-04-30,8174177.462014516,2863.8979153074965,837.400309305165,798.9547614070889,36.342672996101,3.4809965477019076,11406.133644499967,8181047
2020-05-01,8176352.124599581,1955.1597753192452,573.4900607113827,540.6031505073407,35.38998350933482,2.879198323862658,7799.5183704666515,8181047
2020-05-02,8178105.941746381,1221.3102408059272,360.71500787136745,340.7941611844539,30.775954875497003,2.5413502599077646,4894.653618356134,8181047
2020-05-03,8179183.5228332775,774.2121453783815,227.7923507228713,216.7950939787508,23.749080253017702,1.4337446657692616,3106.02583705555,8181047
2020-05-04,8179476.3143137535,650.0148822118118,190.64849934596376,182.35621670603345,26.65983683279644,1.3655006461247219,2620.3651213430976,8181047
2020-05-05,8179741.123609961,543.0211112116593,158.60938854938394,152.18288465794424,26.476439438272536,1.1076140442387075,2186.1662138962497,8181047
2020-05-06,8179582.040010068,608.5047927709392,178.07305224991845,168.39186635462693,31.71547158378981,2.4378697645976404,2451.64517289164,8181047
2020-05-07,8179392.3724201135,687.8753848841081,201.6819781753565,190.33016111808962,36.660193047044,3.1697099230494,2771.175297111064,8181047
2020-05-08,8179028.684738893,840.6925150690156,247.64888291551765,232.4700533270434,40.641433830271275,3.2530135441409485,3379.7681462487863,8181047
2020-05-09,8178865.928985555,907.7145155664671,267.0976602860417,253.31418587229462,42.01970387788974,2.91779337878419,3651.217080047968,8181047
2020-05-10,8178962.227391391,866.015237951886,254.51551287949556,240.7196669368597,39.339675975352684,2.424765544543102,3485.3627023525323,8181047
2020-05-11,8178808.086596627,929.0835687156878,272.82433744586916,257.70254823293675,39.41855014581287,2.98359698037014,3737.9424079135183,8181047
2020-05-12,8179055.47614903,825.77867787759,242.04008877127717,229.60480976270654,35.77118234929144,2.357670812991324,3324.7186097308354,8181047
2020-05-13,8178836.511681681,916.7050537087142,268.09604578503445,255.97646766556542,35.02557853350966,2.692605379461486,3686.2914640122563,8181047
2020-05-14,8178295.089955165,1143.563083624467,333.31811676608504,318.79174072924735,35.90005997435396,3.260294528554435,4583.483045929102,8181047
2020-05-15,8177548.672425863,1454.992684280503,424.6008854003179,406.0143020419132,37.11617511302304,3.604288317041674,5821.051620972424,8181047
2020-05-16,8176353.921521976,1952.6980321026551,571.3308533747822,545.5888088253926,39.34888826073108,3.679784309461376,7802.045060587901,8181047
2020-05-17,8174811.729725313,2596.5222368179084,760.0494715319842,727.5566715869611,41.954329133709294,3.880367752154218,10361.35298375719,8181047
2020-05-18,8171817.348288608,3839.937955347874,1126.0918642554793,1076.5214317831799,49.65978234408261,4.692955677954081,15321.862745122831,8181047
2020-05-19,8169862.695432361,4656.653167779363,1364.530660898869,1303.4781363527359,56.08538151837165,4.967633121395061,18565.051914188127,8181047
2020-05-20,8167168.377755408,5783.830390105205,1690.800585027278,1618.3707598075111,65.78711090123389,5.88488511344893,23037.411090433056,8181047
2020-05-21,8165547.550134277,6465.129529995486,1888.8192935308994,1807.2986614115132,72.32800675860356,6.257971872528678,25733.02535741953,8181047
2020-05-22,8163337.755348426,7390.206990041545,2158.5659280419363,2068.090309854181,81.2402065831829,7.215199470885593,29407.348086094553,8181047
2020-05-23,8162162.935807659,7886.941148669535,2301.934219188499,2205.7606506240245,86.47004371789433,7.515379636201693,31365.170254540662,8181047
2020-05-24,8161755.825159108,8056.842014914144,2352.493588402195,2255.8517422166246,89.24736657114765,7.5962110244326535,32045.609552995847,8181047
2020-05-25,8160819.007365762,8453.82620808178,2465.096103173375,2365.656523680926,93.52803603272613,8.346027942474782,33606.09950520655,8181047
2020-05-26,8160267.617465991,8680.252871787032,2534.1487189722825,2430.452208037524,96.48703639369184,8.43022795742084,34520.723369199935,8181047
2020-05-27,8157427.4281417895,9865.337225116718,2880.207129628588,2760.3997695047624,109.33840385405082,9.821126994968177,39234.85438631461,8181047
2020-05-28,8155015.448255449,10872.266009888279,3174.151418711398,3040.2443958056883,121.29370579008095,10.985138890635232,43239.507274746844,8181047
2020-05-29,8154178.962413875,11223.997079002267,3277.8204864240283,3138.0724604500797,128.8604199319051,11.044946192149512,44636.78803193288,8181047
2020-05-30,8154314.531148076,11170.368649423008,3260.3366687606667,3124.386241686605,131.13322133774787,11.33585833617568,44418.69363313197,8181047
2020-05-31,8154678.228659466,11022.55054593725,3218.698019109699,3084.925795648799,132.76474494785296,11.243096454912774,43827.71044617769,8181047
