date,mean,median,std,low_50,high_50,low_80,high_80,low_95,high_95,type
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estimate
2020-03-07,0.7215126294791698,0.6413790881633759,0.3910429745930034,0.4275956302881241,0.9364262670278549,0.2872084677219391,1.2688689231872559,0.1803900294005871,1.6308400273323058,estimate
2020-03-08,0.9562994520217181,0.8884124755859375,0.4336770490385244,0.639528289437294,1.2120946049690247,0.4707764536142349,1.5304084897041323,0.32868759632110595,1.980537992715833,estimate
2020-03-09,1.2292629437297582,1.1472769975662231,0.5174441406124695,0.8562099486589432,1.510513037443161,0.6405376076698303,1.8974891662597657,0.47928557097911834,2.485270297527312,estimate
2020-03-10,1.5887407086491585,1.5056782960891724,0.6158796490284606,1.149882286787033,1.948243111371994,0.8804245114326477,2.385120153427124,0.6540614396333695,2.975601541996002,estimate
2020-03-11,2.0794660773575306,1.975947380065918,0.7572682194387765,1.5270333290100098,2.526509702205658,1.1995394110679627,3.079118371009827,0.9414847612380982,3.841513925790786,estimate
2020-03-12,2.7123599786758423,2.6014227867126465,0.9207404056291296,2.041666328907013,3.2609241008758545,1.6507150411605835,3.9026187658309945,1.2815081179141998,4.790694165229795,estimate
2020-03-13,3.541288179755211,3.417248010635376,1.1147993088557588,2.735813856124878,4.20231032371521,2.2399982213974,4.997410821914674,1.7435034573078156,5.9637163996696465,estimate
2020-03-14,4.559742788136005,4.383047580718994,1.3517866701628318,3.594564974308014,5.359426498413086,3.0116964101791384,6.35448260307312,2.385807919502258,7.657427775859831,estimate
2020-03-15,5.762999111115932,5.540196180343628,1.6231247838409262,4.606523513793945,6.705416440963745,3.856874704360962,7.945749902725221,3.219073873758316,9.365826916694639,estimate
2020-03-16,7.0791364986896514,6.860397100448608,1.9041787804598744,5.779773831367493,8.145321130752563,4.802006816864014,9.625648498535156,3.927965384721756,11.246187472343438,estimate
2020-03-17,8.622335046172141,8.368947982788086,2.250502010606218,7.049728512763977,9.95274019241333,5.939686012268067,11.611565017700197,4.940119969844819,13.552351522445676,estimate
2020-03-18,10.33475799703598,9.984582901000977,2.5849602347814282,8.494165897369385,11.820804357528687,7.374190425872803,13.846099853515627,6.13278341293335,16.254044008255004,estimate
2020-03-19,12.244881441116332,11.86690902709961,3.0696614041574333,10.089752674102783,13.996187448501587,8.673749542236328,16.161100006103517,7.266335213184357,19.1976598739624,estimate
2020-03-20,14.354852572202683,14.001352787017822,3.5517781457382283,11.766962766647339,16.44138240814209,10.102536296844482,18.87547588348389,8.608692502975464,22.584757661819452,estimate
2020-03-21,16.829207170248033,16.31656265258789,4.1075654529386245,13.880664587020874,19.28852128982544,11.897472476959228,22.317786979675294,10.229289031028747,26.181306695938105,estimate
2020-03-22,19.549078493595122,19.13773822784424,4.6220842101687705,16.232659339904785,22.248239040374756,14.044561672210692,25.660873031616216,11.826833200454713,29.81962165832518,estimate
2020-03-23,22.59311739397049,22.0239315032959,5.401246143457707,18.747711658477783,25.82404613494873,16.174730682373045,29.739517211914062,14.028636693954468,34.606003189086906,estimate
2020-03-24,26.128829703330993,25.489100456237793,6.243147897086274,21.71522283554077,29.79030752182007,18.610310935974123,34.17933235168457,15.897530722618102,40.31574945449826,estimate
2020-03-25,29.665038966178894,28.99510669708252,6.981144102842576,24.510302543640137,33.91312217712402,21.38280830383301,38.80195655822755,18.301891565322876,44.531336212158195,estimate
2020-03-26,33.772950072288516,32.79850387573242,8.025267939407955,27.959099292755127,38.67259979248047,24.43032989501953,44.41631164550781,21.03331775665283,51.508613491058334,estimate
2020-03-27,38.386899353981015,37.10304641723633,9.240827402692922,31.886817932128906,43.87915897369385,27.73390350341797,50.721641540527344,23.381323909759523,58.966700935363754,estimate
2020-03-28,43.11781419467926,41.99008560180664,9.846581271017667,35.93251323699951,48.80484580993652,31.573820114135742,56.376428222656266,27.467714118957517,66.77893676757812,estimate
2020-03-29,48.00278280639648,46.80172538757324,10.616486220957148,40.463603019714355,54.557026863098145,35.26503143310547,61.539683532714854,31.028023147583006,71.79375934600827,estimate
2020-03-30,53.15425430393219,52.195289611816406,11.468014859139151,44.705078125,60.15132999420166,39.126482772827146,67.85225296020508,34.937987041473384,78.55779151916504,estimate
2020-03-31,57.655371201515194,56.00643730163574,12.76917719465119,48.60404968261719,64.88100242614746,42.69348983764649,74.13041152954102,36.83199844360352,85.91418457031244,estimate
2020-04-01,61.56657525825501,59.884958267211914,13.09936829486153,52.16043758392334,69.2982292175293,46.42378120422363,79.74323348999025,40.387441635131836,89.92824058532715,estimate
2020-04-02,64.3462774438858,62.993534088134766,13.905518262100935,54.45271110534668,73.1941032409668,47.856798553466795,83.10834274291993,41.745232582092285,93.93525848388671,estimate
2020-04-03,65.7141762161255,64.31866073608398,13.675002654512976,55.98134231567383,73.97429656982422,49.586490631103516,83.88260803222657,42.09024400711059,95.77059936523436,estimate
2020-04-04,66.31162107849121,65.31950378417969,13.121972380104962,57.11277961730957,74.35823440551758,49.923674774169925,83.26361618041993,44.111474227905276,94.98211174011226,estimate
2020-04-05,67.12219374656678,65.97264862060547,13.186448983558966,57.791184425354004,74.72694396972656,51.38628959655762,84.84800491333009,45.208943367004395,94.85997428894042,estimate
2020-04-06,66.7215006313324,65.35169982910156,12.755091372495508,57.644883155822754,74.88147735595703,51.56838493347168,84.28233032226564,44.8874207496643,94.20010490417478,estimate
2020-04-07,66.05007983016968,64.96957015991211,12.4088667587068,56.99386024475098,73.92379379272461,51.16518859863281,83.01807632446291,44.70828104019165,92.04211921691895,estimate
2020-04-08,64.08148750019073,62.88876914978027,12.106537272530733,55.730170249938965,71.71996307373047,49.28392105102539,80.31736221313477,43.314643478393556,90.66002864837645,estimate
